data_entry,gpt_label,gold_label,gpt_confidence,contains_affirming_device,confidence_normalized
Any warming that may occur is likely to be modest and cause no net harm to the global environment or to human well-being.,0,0,1.0,False,0.0005035424209312514
Only 16 percent of Republicans say they worry a great deal about global warming.,0,0,0.8,False,0.0004028339367450011
"Global warming, i.e. Climate Change, is not about environmental or politics.",0,0,0.9,False,0.0004531881788381262
"The evidence against “ man-made global warming ” theory is growing stronger and Republicans, being more skeptical of the mainstream media, and being better-informed generally, have been quicker to grasp the truth than Democrats.",0,0,0.9,True,0.0004531881788381262
Carbon dioxide is coming out of your nose right now.,0,0,0.9,False,0.0004531881788381262
"Economic growth and poverty reduction will slow down and global food prices will rise between 3 and 84 percent by 2050 because of warmer temperatures and changes in rain patterns, according to documents obtained by The Associated Press.",1,0,0.9,False,0.0004531881788381262
A global temperature increase of even 2 degrees Celsius would be enough to produce catastrophic climate effects.,1,1,0.95,False,0.00047836529988468877
"There is hardly any old, multi-year ice left.",1,0,0.9,False,0.0004531881788381262
The Greenland ice sheet seems to have survived a previous warm period in Earth’s history — the Eemian period.,0,0,0.9,True,0.0004531881788381262
"The United States would have lost $3 trillion dollars in the deal, even while we experience a ""global greening"" of reforestation.",0,0,0.8,False,0.0004028339367450011
"Natural events such as storms, floods, and droughts happen anyway and it is hard to blame particular occurrences on global warming.",0,0,0.8,False,0.0004028339367450011
"It’s only a temporary Band-Aid covering a problem that will persist essentially forever, actually hundreds of thousands of years for fossil fuel CO2 to finally go away naturally.",1,1,0.9,True,0.0004531881788381262
The United Nations could be wiped off the face of the earth by rising sea levels if global warming is not reversed by the year 2030.,1,1,0.95,False,0.00047836529988468877
It’s just a trick created by pretending that all the scientists who agree that humans make a contribution to global warming (ie almost everyone).,0,0,0.1,True,5.0354242093125135e-05
"The greatest number of polar bear attacks occurred in the partial decade of 2010— 2014, which is characterized by historically low summer sea ice extent and long ice-free periods.",1,0,0.8,False,0.0004028339367450011
"In addition, our oceans absorb about 25 % of the carbon dioxide.",0,0,0.95,False,0.00047836529988468877
The Obama administration plans to cut a national average of 32 percent of carbon dioxide emissions by 2030 from power plants’ 2005 levels.,1,0,0.9,False,0.0004531881788381262
"It is not feasible to wait for a global agreement on climate change, on the lines of the Kyoto protocol.",1,0,0.7,True,0.0003524796946518759
There is a humanitarian imperative to meeting these growing global energy needs.,0,0,0.9,False,0.0004531881788381262
"The effects of climate change are accelerating, particularly in the Arctic region and on mountain glaciers that impact critical watersheds.",1,1,0.95,False,0.00047836529988468877
"Energy costs will increase not only because of the tax, but also because energy companies will raise prices across the board knowing that all consumers have more money to spend, thanks to carbon-tax dividends.",0,0,0.9,True,0.0004531881788381262
Gas prices will not drop significantly because oil is a global commodity and those prices are largely set by international market forces.,0,0,0.95,True,0.00047836529988468877
The sun’s changes will give Earth “ 30 years ” to come up with a solution to global warming.,1,0,0.8,False,0.0004028339367450011
"And for the sake of future generations, our generation must move toward a global compact to confront a changing climate before it is too late.",1,1,0.95,False,0.00047836529988468877
The Earth could be heading for a new “ little ice age ” as solar activity drops once again.,0,1,0.8,False,0.0004028339367450011
Global warming would harm “ future generations ” either a moderate amount or a great deal.,1,1,0.9,False,0.0004531881788381262
The forests of the western United States account for 20% to 40% of total US carbon sequestration.,0,0,0.9,False,0.0004531881788381262
Global warming has stalled.,0,0,0.9,False,0.0004531881788381262
Burning fossil fuels will indeed result in catastrophic climate change.,1,1,1.0,False,0.0005035424209312514
The Arctic’s albedo may be declining much faster than is estimated only a few years ago.,1,0,0.9,False,0.0004531881788381262
Scientists agree that future storms will be slightly stronger because of global warming and that sea level is rising faster than researchers once thought.,1,0,0.9,True,0.0004531881788381262
Carbon dioxide has reached 400 parts per million in the atmosphere.,0,0,0.8,False,0.0004028339367450011
A Yale report had a significant effect on public beliefs in global warming and trust in scientists.,0,0,0.8,True,0.0004028339367450011
The stark truth is that severe weather events alone will not cause global warming to pop to the top of the national agenda.,0,0,0.8,True,0.0004028339367450011
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,1.0,True,0.0005035424209312514
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
"What’s happening there is a microcosm of a global trend: 90 percent of the world’s coral will be at risk of disappearance by 2030, thanks primarily to ocean acidification and global warming, both products of greenhouse gases released by human activity.",1,1,1.0,False,0.0005035424209312514
"Zharkova’s very possible global temperature will drop in a manner similar to when solar activity was last at Zharkova’s projected levels, in the mid-1700s, when much of the world experienced a so-called “ mini ice age.“",0,0,0.9,False,0.0004531881788381262
The window on keeping global warming below 1.5 degrees C is closing rapidly and the current emissions pledges made by signatories to the Paris Agreement do not add up to us achieving that goal.,1,1,0.95,True,0.00047836529988468877
"The dramatic warming of the Arctic is, in turn, slowing down the hemisphere-sized loopings of the jet stream — with very similar consequences.",1,1,0.8,False,0.0004028339367450011
"Global warming made Sandy directly and unmistakably worse, because of its contribution to sea level rise.",1,1,0.9,False,0.0004531881788381262
By the end of the century the chance of Sandy-level flooding in Lower Manhattan in any given year increases to 50 percent.,1,0,0.9,False,0.0004531881788381262
"Whatever environmentalists may hope, the Obama White House and congressional Democrats are unlikely to make global warming a top issue in 2013 or 2014.",0,0,0.8,True,0.0004028339367450011
Rising global temperatures during the 19th and 20th centuries may be linked to greater plant photosynthesis.,0,0,0.8,False,0.0004028339367450011
The majority of Miami Beach is a flood zone.,0,0,0.9,True,0.0004531881788381262
Summer sea ice in the Arctic will disappear sometime this century.,1,0,0.8,False,0.0004028339367450011
Expansion of high carbon projects such as the proposed Keystone XL tar sands pipeline will undermine the good work being done in local communities across the country to fight climate change and reduce our dependence on oil.,1,1,0.95,True,0.00047836529988468877
"In a worst-case global warming scenario, corn, cotton, and soy-bean yields could decrease by 80 percent by 2100.",1,0,0.9,True,0.0004531881788381262
"Such gases, mainly CO2 from the burning of fossil fuels, rose on average by 2.2 percent a year in 2000-2010, driven by the use of coal in the power sector.",1,0,0.8,False,0.0004028339367450011
It is more certain than ever that humans are causing global warming.,1,1,0.95,False,0.00047836529988468877
"Levels of carbon dioxide and methane, the two most influential of greenhouse gases, reached record highs in 2011.",1,1,0.8,False,0.0004028339367450011
"Two-thirds of Himalayan glaciers, the world’s “ Third Pole ”, could melt by 210.",1,0,0.9,False,0.0004531881788381262
"This, the authors conclude, augurs ill for human populations if “ global warming ” ever seriously takes off.",1,0,0.8,True,0.0004028339367450011
"We appreciated that a planet running a fever is just like a person running a fever, which is to say it has a whole lot of other symptoms: in this case, droughts, floods, wildfires, habitat disruption, sea level rise, species loss, crop death and more.",1,1,0.95,False,0.00047836529988468877
"In the last 10 years the surface of Greenland’s ice sheet has considerably darkened during the melt season, which in some areas is now between 6 and 11 days longer per decade than it is 40 years ago.",1,0,0.9,False,0.0004531881788381262
You could do everything possible to minimize your own carbon footprint.,0,1,0.8,False,0.0004028339367450011
Human activity contributes to global warming.,1,1,0.8,False,0.0004028339367450011
But we are looking at carbon the same way we look at every pollutant under the Clean Air Act.,0,0,0.8,False,0.0004028339367450011
"It is too simplistic in its analysis of carbon loss from soil, which can vary over a single field, and vastly overestimated how much residue farmers actually would remove once the market gets underway.",0,0,0.85,False,0.00042801105779156364
Greenland is not only melting.,0,0,0.8,False,0.0004028339367450011
The end goal of this scheme is global governance with the creeps who polluted Copenhagen with their presence as our future overlords.,0,0,0.9,False,0.0004531881788381262
"The extent of sea ice for September 2013 is far lower than the 1981-2010 average, by two standard deviations.",1,0,0.9,False,0.0004531881788381262
Many want us to switch to “ green ” energies like solar and wind so we can move away from fossil fuels.,0,0,0.8,True,0.0004028339367450011
"Unfortunately, the Trump administration has become a rogue outlier in its shortsighted attempt to prop up the dirty fossil fuel industries of the past.",1,1,0.9,False,0.0004531881788381262
A fossil fuel revolution is aborning.,0,0,0.5,False,0.0002517712104656257
"Rising sea levels allowed tsunamis to reach much further inland, significantly increasing the risk of floods.",1,0,0.9,True,0.0004531881788381262
That means methane may be a bigger global warming issue than thought.,1,1,0.8,False,0.0004028339367450011
This will help us begin to more concretely talk about what’s already happening at the state and local level to reduce carbon emissions in the electricity sector.,1,1,0.8,False,0.0004028339367450011
The Keystone XL pipeline-enabled production of tar sands oil would create as much as 5.3 billion metric tons of carbon dioxide-equivalent by 2050.,1,0,0.9,True,0.0004531881788381262
"On the warmest day this month, half the ice sheet’s surface is melting, double the norm for this time of year.",1,0,0.8,False,0.0004028339367450011
"The standard global warming narrative is stale and alienating — and perhaps worst of all, stuck in the technical weeds.",0,0,0.8,False,0.0004028339367450011
The release of the anthropogenic greenhouse gases contributed to 90 percent or even higher of the observed increase in the global average temperature in the past 50 years.,1,1,0.9,False,0.0004531881788381262
The threat to humanity comes more from global warming policies.,0,0,0.9,False,0.0004531881788381262
"By facilitating the exploitation of particularly carbon-dense Canadian tar sands, Canada will substantially increase greenhouse gas emissions into the atmosphere.",1,0,0.9,True,0.0004531881788381262
"Warm sea-surface conditions in the tropical North Atlantic are a driving force in the unusually active 2017 Atlantic hurricane season, which included Harvey, Irma, Maria, and three other major hurricanes in the North Atlantic.",0,0,0.8,True,0.0004028339367450011
"Science disagrees with his phony claim that this cold snap has anything to do with Climate Change, Global Warming, or whatever these Truthers are calling it this week.",0,0,0.9,True,0.0004531881788381262
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
It is inherently self-serving for the Intergovernmental Panel on Climate Change to identify human activities as the cause of global warming.,0,0,0.9,False,0.0004531881788381262
"There are numerous researchers predicting massive, catastrophic global warming within the next century.",1,1,0.9,True,0.0004531881788381262
Kauppinen is the author of a separate submission to Nature in 2010 that also contests the UN Climate Panel’s consensus view on the degree to which human activity contributes to global climate change.,0,0,0.8,False,0.0004028339367450011
"Such fires happened hundreds of years ago, after global temperatures had risen slightly.",0,0,0.7,True,0.0003524796946518759
"Nuclear power would not “ make a big difference in reducing carbon emissions in the next two decades, when the biggest reductions will have the most impact, ” because the industry could not build enough reactors during that time.",1,0,0.8,False,0.0004028339367450011
"We are instead seeing weather history repeat itself, and this poses an important question to activists pointing to Sandy as “ overwhelming evidence ” of global warming as its cause.",0,0,0.8,True,0.0004028339367450011
The Arctic Ice Sheet is at a record size for this time of year.,0,0,0.8,False,0.0004028339367450011
Humans make a contribution to global warming.,1,1,0.7,False,0.0003524796946518759
This deal is expected to lead to the deployment of a global climate change refugee visa system that in the near future could help to more easily relocate individuals and corporations facing the impacts of climate change.,1,0,0.9,False,0.0004531881788381262
"At the global level, nations must adopt transformative climate change policies.",1,1,0.9,False,0.0004531881788381262
A runaway greenhouse effect on Venus led to temperatures hot enough to melt lead.,0,0,0.9,False,0.0004531881788381262
It would be healthy for the Intergovernmental Panel on Climate Change to focus on regional impacts and to focus on individual phenomena rather than the big global thing.,0,0,0.8,False,0.0004028339367450011
The voluntary national contributions agreed in Paris would have to triple if the world is to cap global warming below 2 degrees C.,1,0,0.9,True,0.0004531881788381262
The irony of the US government touting “ cleaner ” fossil fuels even as they take steps to dismantle standards to prevent methane leaks and pollution from coal-fired power plants.,1,0,0.8,False,0.0004028339367450011
The ramifications of vanishing ice will also be felt far from the poles.,1,1,0.8,False,0.0004028339367450011
"Global tropical activity, which can be measured using the ACE Index (Accumulated Cyclone Energy), is near record lows according to peer-reviewed research.",0,0,0.7,True,0.0003524796946518759
Global warming has already caused significant crises in Africa.,1,1,0.95,True,0.00047836529988468877
"Climate change will reduce crop output in many areas, sending global food prices soaring and triggering unrest among those already pushed to the limit under existing conditions.",1,1,0.95,True,0.00047836529988468877
The real goal in global warming is to redistribute the world’s wealth.,0,0,0.9,False,0.0004531881788381262
Global warming caused Sandy.,1,1,0.9,False,0.0004531881788381262
We can expect the Arctic to be ice-free in summer within 20 years.,1,1,0.9,False,0.0004531881788381262
"90 U.S. communities are considered “ inundated today, ” mostly in Louisiana and Maryland, where allegedly seas are rising and the land is sinking.",1,0,0.8,False,0.0004028339367450011
"2 degrees is not good enough to avoid global catastrophe, and so we would have to cut carbon emissions enough to prevent world temperatures from rising more than 1.5 degrees Centigrade.",1,1,1.0,False,0.0005035424209312514
Rising sea levels could force Los Angeles International Airport (LAX) to be moved.,1,1,0.9,False,0.0004531881788381262
"But the plant will strip out about two-thirds of carbon dioxide emissions, leaving emissions at about the same level as cleaner-burning natural gas.",0,0,0.8,False,0.0004028339367450011
"Impacts on people from their melting will range from worsened air pollution to more extreme weather, while lower pre-monsoon river flows will throw urban water systems and food and energy production off-kilter.",1,1,0.9,False,0.0004531881788381262
"Global warning will be overridden by this effect, giving humankind and the Earth 30 years to sort out our pollution.",0,0,0.8,False,0.0004028339367450011
The agency is “ 99 % certain ” record-high global temperatures are due to human activity.,1,1,0.99,False,0.0004985069967219388
"Flooding, droughts and other climate impacts could have devastating effects on economies, agriculture and human health, particularly in developing countries.",1,1,0.95,False,0.00047836529988468877
Rising global temperatures during the 19th and 20th centuries could be linked to greater plant photosynthesis.,0,0,0.8,False,0.0004028339367450011
Each 1 degree Celsius rise in atmospheric warming would lead eventually to 2.3 meters of sea-level rise.,1,0,0.9,False,0.0004531881788381262
If families having fewer children should do so even if that emission has no real-world effect in order to satisfy Rieder’s morals.,0,0,0.95,False,0.00047836529988468877
This analysis will help settle the scientific debate regarding global warming and its human causes.,0,0,0.8,False,0.0004028339367450011
Sea level rise will be the greatest environmental threat to coastal cities from Miami to Mumbai.,1,1,0.9,False,0.0004531881788381262
Sarah Palin and Rush Limbaugh are trying to kill us with global warming disinformation.,1,1,0.95,False,0.00047836529988468877
Global warming is caused by human greenhouse gases.,1,0,0.9,False,0.0004531881788381262
Europe is preparing to rein in the pace of its drive to slow global warming.,1,0,0.8,False,0.0004028339367450011
A 50-gigaton “ burp ” of methane from thawing Arctic permafrost beneath the East Siberian sea is highly possible at anytime.,1,1,0.9,False,0.0004531881788381262
"A third of the world’s oil, coal and other fossil fuel reserves must remain untouched until 2050 to stave off catastrophic climate change.",1,1,0.9,False,0.0004531881788381262
"It used to be more snow and ice, but now it’s more rock.",1,0,0.7,False,0.0003524796946518759
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,1.0,False,0.0005035424209312514
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
"The drop in carbon-dioxide emissions came from the United States, where carbon dioxide emissions fell 3%, or 160 million tonnes, while the economy grew by 1.6%.",0,0,0.8,False,0.0004028339367450011
The seas have warmed.,1,0,0.8,False,0.0004028339367450011
"Most Caribbean coral reefs will disappear within the next 20 years unless action is taken to protect them, primarily due to the decline of grazers such as sea urchins and parrotfish.",1,0,0.9,False,0.0004531881788381262
The melting of ice sheets in Antarctica will cause massive problems for the rest of the world.,1,1,0.9,False,0.0004531881788381262
The South Pole is gaining more ice than it’s losing.,0,0,0.8,False,0.0004028339367450011
Global warming is n’t approaching — it had already arrived.,1,1,0.9,False,0.0004531881788381262
"Large forest fires have occurred more often in the western United States since the mid-1980s as spring temperatures increased, snow melted earlier, and summers got hotter, leaving more and drier fuels for fires to devour.",1,0,0.9,False,0.0004531881788381262
"Moreover, the focus on man-made global warming is detracting attention from real environmental disasters to nature’s detriment.",0,0,0.9,False,0.0004531881788381262
Fossil fuel corporations just have too much control over Congress.,0,0,0.8,False,0.0004028339367450011
"The widespread warming of the Arctic region in the past 20 years would be an economic boon, allowing the exploitation of new gas and oilfields and enabling shipping to travel faster between Europe and Asia.",0,0,0.2,False,0.00010070848418625027
Individual actions have very little real-world effect on climate change.,0,0,0.2,False,0.00010070848418625027
Global warming is real.,1,1,0.9,False,0.0004531881788381262
"Rep. Dana Rohrabacher (R-Calif) doesn’t think carbon dioxide causes global warming, a denial of science so basic it’s essentially the same as saying the Earth is flat.",0,1,0.95,False,0.00047836529988468877
"This will require, at a minimum, slashing the use of fossil fuels.",1,0,0.8,False,0.0004028339367450011
"Over the past century, the Global Mean Sea Level (GMSL) has risen by 4 to 8 inches (10 to 20 centimeters).",1,0,0.8,False,0.0004028339367450011
Global warming and sea level rise are increasing the likelihood that New York City would be paralyzed by major flooding.,1,1,0.9,True,0.0004531881788381262
"Carbon carbon is unlocked and can be released into the earth’s atmosphere, accelerating climate change.",1,0,0.9,False,0.0004531881788381262
Shifting the energy system from fossil fuels to zero-or low-carbon sources including wind and solar power would reduce consumption growth by about 0.06 percentage points per year.,0,0,0.8,False,0.0004028339367450011
Antibiotics are losing their effectiveness at a rate that is both alarming and irreversible — similar to global warming.,1,1,0.8,False,0.0004028339367450011
We as a species have never experienced 400 parts per million of carbon dioxide in the atmosphere.,1,0,0.9,False,0.0004531881788381262
Just what forced the release of the Climategate files – and as a consequence revealed the uncertainty of the science and the co-opting of the process that legitimizes global warming research.,0,0,0.9,True,0.0004531881788381262
"Sea surface temperatures in the region rise, producing an increase in average atmospheric moisture content.",0,0,0.9,False,0.0004531881788381262
"The rapidly warming Arctic has caused the jet stream to slow, which could result in atmospheric events, such as winter storms, staying put for longer.",1,1,0.9,False,0.0004531881788381262
"In March of this year, a Gallup poll highlighted an interesting tension in American thinking on global warming.",0,0,0.9,False,0.0004531881788381262
Rick Santorum should be the nominee because he’d caught on earlier than Newt or Mitt to the global warming.,0,1,0.8,False,0.0004028339367450011
Greenland warming up is a problem because Greenland contributes about 40 percent of current sea level rise.,1,1,0.9,False,0.0004531881788381262
Global warming helps plants — and thus also helps humans and animals .,0,0,0.8,False,0.0004028339367450011
"The leading candidates are rising atmospheric CO2 levels, a result of emissions from human activities; longer growing seasons, a result of climate change caused by CO2 emissions; and nitrogen pollution, another result of fossil fuel combustion and agriculture.",1,0,0.9,True,0.0004531881788381262
"An increase of 2 degrees Celsius is about all the planet can accommodate without unimaginably catastrophic consequences: sea-level increases that will wipe out many coastal cities, persistent droughts that will destroy farmland on which hundreds of millions of people depend for their survival, the collapse of vital ecosystems, and far more.",1,1,0.95,True,0.00047836529988468877
There could be as little as 30 years of burning fossil fuels before the threshold is reached.,1,0,0.8,False,0.0004028339367450011
This is the most detailed and U.S.-focused scientific report on global warming.,0,0,0.8,False,0.0004028339367450011
The science compels action to address the single largest source of carbon pollution in our country.,1,0,0.95,False,0.00047836529988468877
"PFTBA remains in the atmosphere for about 500 years, and unlike carbon dioxide, is taken up by forests and oceans.",0,0,0.9,False,0.0004531881788381262
Much of recent global warming has been fabricated by climate scientists to make it look more frightening.,0,0,0.95,True,0.00047836529988468877
"The environmental movement is now saying “ climate change ” because it can explain anything, including “ decades of global cooling, ” as one Fox News host claimed.",0,0,0.8,False,0.0004028339367450011
Dispersal may help sustain global Emperor penguin populations for a limited time.,0,0,0.8,False,0.0004028339367450011
"The long-held, internationally agreed upon target to limit rises in global average temperatures to 2 degrees Celsius is in error and far above the 1C threshold that would need to be maintained in order to avoid the effects of catastrophic climate change.",1,1,0.95,True,0.00047836529988468877
Carbon dioxide – what you are exhaling – is what controls temperature.,0,0,0.8,False,0.0004028339367450011
"The biggest hope for reducing emissions from coal plants globally is natural gas, which has already started to happen in the United States.",0,0,0.8,False,0.0004028339367450011
"There was a time we called it global warming, which meant what it said.",0,0,0.8,False,0.0004028339367450011
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
"Bleaching has been triggered by global warming and El Nino, a warming of parts of the Pacific Ocean that changes weather worldwide.",1,1,0.9,False,0.0004531881788381262
President Barack Obama's Clean Power Plan mandated drastic carbon dioxide emissions cuts from U.S. power plants.,0,0,0.8,False,0.0004028339367450011
"I am a firm believer that climate change is real, that it is impacted by human behavior and carbon emissions.",1,1,0.95,False,0.00047836529988468877
They are also the boilerplate propaganda of anthropogenic global warming fanatics that have been so humiliated by exposures of their contrived science.,0,0,0.95,False,0.00047836529988468877
"Global average temperatures would not rise beyond the crucial 2˚C above preindustrial levels threshold, thought to be the tipping point at which irreversible damage would occur.",0,0,0.1,False,5.0354242093125135e-05
There are no significant observed trends in global tropical cyclone frequency over the past century.,0,0,0.7,True,0.0003524796946518759
The [ oil ] industry is not prepared to drill safely in Arctic waters.,1,0,0.7,False,0.0003524796946518759
Unseasonal bouts of snow and ice are nothing to do with “ global warming ” but are a natural phenomenon which had been with us since time immemorial .,0,0,0.9,False,0.0004531881788381262
The emails undercut the whole scientific claim for man’s impact on global warming.,0,0,0.9,False,0.0004531881788381262
The seas have warmed.,1,0,0.7,False,0.0003524796946518759
We can limit warming from human-caused carbon pollution to less than 3.6 degrees Fahrenheit — if we act now.,1,1,0.9,False,0.0004531881788381262
The killer heat waves in Europe in 2003 and 2010 are also made far more likely by global warming.,1,1,0.9,False,0.0004531881788381262
"Despite the threadbare efforts of the usual suspects to pin the blame on “ climate change ”, all the credible evidence suggests that this is about economic migration and about political instability, not about global warming.",0,0,0.9,True,0.0004531881788381262
The supposedly non-binding agreement actually gives the EPA legal authority to regulate carbon emissions.,0,0,0.8,True,0.0004028339367450011
"Exxon planners don’t believe serious carbon limits will be on the books anytime soon, leaving the company free to burn through its reserves of oil and gas.",0,0,0.8,False,0.0004028339367450011
Global warming has slowed because of measures taken by the government.,0,0,0.2,False,0.00010070848418625027
Even the term ‘global warming’ does not mean anything unless you give it a time scale.,0,0,0.8,False,0.0004028339367450011
"Global warming’s here, the old rules don’t apply, and not doing anything about it for the past 30 years is going to prove far, far more expensive than doing something would have been.",1,1,0.95,False,0.00047836529988468877
Global temperature is on a rapid upward trajectory.,1,1,0.9,False,0.0004531881788381262
1.6 degrees Celsius (just under 3 degrees Fahrenheit) of temperature rise above pre-industrial levels might be enough to lock in Greenland’s complete melting.,1,1,0.9,False,0.0004531881788381262
"Not even the basic data is settled, and if this new paper is correct, the supposedly infallible high priests of global warming have been making a gigantic error for decades.",0,0,0.9,True,0.0004531881788381262
Momentum develops for a global drive to keep greenhouse gas emissions below 450 parts per million .,1,0,0.9,False,0.0004531881788381262
"Global warming would cause rapid rises in food prices, causing severe consequences in poor countries.",1,1,0.9,False,0.0004531881788381262
Tending to the needs of the poor constitutes a greater priority than curbing global warming.,0,0,0.7,False,0.0003524796946518759
We are indeed on track to a “ 4C world ” marked by extreme heat waves and life-threatening sea-level rise.,1,1,0.95,False,0.00047836529988468877
The average global temperature in 1997 essentially equaled the record set in 1990.,0,0,0.8,False,0.0004028339367450011
The winning candidate will continue Bloomberg’s work to mitigate global warming and increase energy efficiency.,1,0,0.9,True,0.0004531881788381262
No comprehensive models yet exist to address sea level rise and its threat to historic landmarks.,0,0,0.8,True,0.0004028339367450011
"The impacts on the California coastline could be disproportionate, with local sea levels rising 1.25 feet for every one-foot increase caused by melting ice in West Antarctica.",0,0,0.9,False,0.0004531881788381262
Carbon emissions are down.,0,0,0.8,False,0.0004028339367450011
"They grow better with more carbon dioxide, and you can see the greening of the earth already from the additional carbon dioxide in the atmosphere.",0,0,0.8,True,0.0004028339367450011
The fall-off in ice volume is so fast it is going to bring us to zero very quickly.,1,1,0.9,False,0.0004531881788381262
"Sea level rise measured in the course of our lifetime isn’t a matter of miles, but of feet.",0,0,0.8,False,0.0004028339367450011
"The region’s increasingly drastic droughts are caused, at least in part, by global warming trends affecting the entire planet.",1,1,0.9,False,0.0004531881788381262
"There is no proof that global warming is caused by humans, and no proof that global warming will cause catastrophic issues for Earth.",0,0,0.9,False,0.0004531881788381262
The big issue in the global warming debate is how large is the human impact on climate.,0,0,0.8,False,0.0004028339367450011
"Over the past three decades, many climate scientists have repeatedly made a number of significant and alarming predictions about global warming, and the vast majority of the time.",1,0,0.9,True,0.0004531881788381262
The Environmental Protection Agency’s broad approach to global warming is on track.,0,0,0.5,False,0.0002517712104656257
"By rapidly melting the Arctic, global warming is slowing down the fast-moving river of air far above us known as the jet stream — in turn causing weather patterns to get stuck in place for longer, and leading to more extremes of the sort that we’ve all been experiencing.",1,1,0.95,True,0.00047836529988468877
Global economic bodies have not taken into account the risks of rapid ice melt and the only economic downside to the warming of the Arctic they have identified so far has been the possible risk of oil spills.,1,1,0.7,False,0.0003524796946518759
Global warming is a hoax.,0,0,1.0,False,0.0005035424209312514
Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,1,1,0.95,False,0.00047836529988468877
"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",0,0,0.95,True,0.00047836529988468877
Global warming is happening and it will be dangerous to human health and welfare.,1,1,0.95,False,0.00047836529988468877
Some icebergs are cute.,0,0,0.95,False,0.00047836529988468877
Total ice accumulation on Antarctica has outweighed losses.,0,0,0.8,False,0.0004028339367450011
Global warming has been at a plateau since 1990.,0,0,0.9,False,0.0004531881788381262
Global cooling is inevitable.,0,0,0.9,False,0.0004531881788381262
"Sea levels have risen by seven inches since 1901, and the sea levels would rise 10 to 32 more inches by the 22nd century.",1,0,0.9,False,0.0004531881788381262
"Today’s ice storm is likely to be more damaging than the January 2000 ice storm, which caused $48 million in losses in north Georgia.",0,0,0.95,False,0.00047836529988468877
Skeptics reject the claim global temperatures have risen in recent decades.,0,0,0.9,True,0.0004531881788381262
"Warming by the end of the 21st century will lead to high to very high risk of severe, widespread and irreversible impacts globally, unless the world acts collectively to halt the buildup of greenhouse gases in the atmosphere.",1,1,0.95,False,0.00047836529988468877
Global warming over the next several decades will take place irrespective of any action taken today.,0,1,0.8,False,0.0004028339367450011
Attributing specific climatic events to global warming is simply dishonest.,0,0,0.8,False,0.0004028339367450011
The Arctic see would be ice-free this year.,1,0,0.9,True,0.0004531881788381262
The global climate is at the tail end of a decades-long cooling period.,0,0,0.9,False,0.0004531881788381262
"The earth is headed for devastating effects of climate change, including deadly flooding, extreme drought, food shortages, the death of coral reefs, and more extreme weather events.",1,1,1.0,False,0.0005035424209312514
There’s no question that humans have altered the background atmosphere on a global scale.,1,1,0.8,False,0.0004028339367450011
"The behavior of arctic sea ice represents one of the numerous interesting phenomena that the earth presents us with, and for which neither the understanding nor the needed records exist.",0,0,0.8,True,0.0004028339367450011
"The presence of additional carbon dioxide has actually led to better plant growth and crop yields throughout much of the world, including in Africa.",0,0,0.7,False,0.0003524796946518759
"For everyone else, there are many, many more pressing concerns, and increased “ extreme weather events ” caused by man-made global warming are an alarmist myth.",0,0,0.9,True,0.0004531881788381262
"All extreme weather events are somehow related to “ global warming, ” which has been re-termed “ climate change ” since global temperatures are no longer warming.",0,0,0.9,False,0.0004531881788381262
"Even if governments take vigorous steps to curb greenhouse gas emissions, the report concluded, the continuing increase in fossil fuel consumption will result in a long-term average global temperature increase of 3.6 degrees C.",1,0,0.9,True,0.0004531881788381262
"Climate predictions used by scientists, forecasters, and academics have wildly overestimated global warming, forecasting on average two times more warming than actually occurred.",0,0,0.9,False,0.0004531881788381262
Carbon capture is an unproven technology.,0,0,0.8,True,0.0004028339367450011
