id,gold_label,gpt_result,gpt_result_mapped
1591,white_grievance,E:,stereotypical
1592,stereotypical,F:,threatening
1593,stereotypical,E:,stereotypical
1594,stereotypical,B:,incitement
1595,white_grievance,E:,stereotypical
1596,white_grievance,E:,stereotypical
1597,incitement,A:,white_grievance
1598,incitement,B:,incitement
1599,stereotypical,E:,stereotypical
1600,stereotypical,E:,stereotypical
1601,stereotypical,E:,stereotypical
1602,stereotypical,B:,incitement
1603,white_grievance,E:,stereotypical
1604,stereotypical,E:,stereotypical
1605,stereotypical,E:,stereotypical
1606,stereotypical,E:,stereotypical
1607,incitement,A:,white_grievance
1608,stereotypical,B:,incitement
1609,incitement,B:,incitement
1610,stereotypical,C:,inferiority
1611,stereotypical,E:,stereotypical
1612,stereotypical,A:,white_grievance
1613,white_grievance,E:,stereotypical
1614,white_grievance,E:,stereotypical
1615,incitement,E:,stereotypical
1616,stereotypical,E:,stereotypical
1617,white_grievance,C:,inferiority
1618,inferiority,E:,stereotypical
1619,threatening,B:,incitement
1620,irony,E:,stereotypical
1621,stereotypical,E:,stereotypical
1622,irony,E:,stereotypical
1623,white_grievance,A:,white_grievance
1624,other,E:,stereotypical
1625,other,E:,stereotypical
1626,stereotypical,E:,stereotypical
1627,stereotypical,B:,incitement
1628,incitement,F:,threatening
1629,white_grievance,E:,stereotypical
1630,incitement,A:,white_grievance
1631,white_grievance,C:,inferiority
1632,stereotypical,B:,incitement
1633,stereotypical,C:,inferiority
1634,white_grievance,E:,stereotypical
1635,white_grievance,F:,threatening
1636,stereotypical,E:,stereotypical
1637,white_grievance,E:,stereotypical
1638,white_grievance,C:,inferiority
1639,incitement,B:,incitement
1640,inferiority,E:,stereotypical
1641,incitement,E:,stereotypical
1642,stereotypical,E:,stereotypical
1643,incitement,C:,inferiority
1644,incitement,A:,white_grievance
1645,stereotypical,E:,stereotypical
1646,inferiority,E:,stereotypical
1647,incitement,E:,stereotypical
1648,white_grievance,A:,white_grievance
1649,incitement,E:,stereotypical
1650,white_grievance,E:,stereotypical
1651,white_grievance,A:,white_grievance
1652,stereotypical,E:,stereotypical
1653,stereotypical,E:,stereotypical
1654,stereotypical,E:,stereotypical
1655,incitement,E:,stereotypical
1656,stereotypical,E:,stereotypical
1657,incitement,B:,incitement
1658,inferiority,E:,stereotypical
1659,white_grievance,E:,stereotypical
1660,incitement,E:,stereotypical
1661,incitement,E:,stereotypical
1662,white_grievance,E:,stereotypical
1663,stereotypical,E:,stereotypical
1664,stereotypical,E:,stereotypical
1665,stereotypical,E:,stereotypical
1666,white_grievance,E:,stereotypical
1667,stereotypical,B:,incitement
1668,stereotypical,E:,stereotypical
1669,inferiority,C:,inferiority
1670,stereotypical,E:,stereotypical
1671,incitement,E:,stereotypical
1672,incitement,A:,white_grievance
1673,incitement,E:,stereotypical
1674,white_grievance,C:,inferiority
1675,white_grievance,A:,white_grievance
1676,stereotypical,E:,stereotypical
1677,stereotypical,E:,stereotypical
1678,stereotypical,E:,stereotypical
1679,stereotypical,E:,stereotypical
1680,stereotypical,E:,stereotypical
1681,stereotypical,E:,stereotypical
1682,incitement,E:,stereotypical
1683,other,B:,incitement
1684,stereotypical,E:,stereotypical
1685,incitement,B:,incitement
1686,stereotypical,E:,stereotypical
1687,stereotypical,E:,stereotypical
1688,white_grievance,A:,white_grievance
1689,white_grievance,E:,stereotypical
1690,stereotypical,E:,stereotypical
1691,irony,A:,white_grievance
1692,incitement,E:,stereotypical
1693,stereotypical,E:,stereotypical
1694,white_grievance,E:,stereotypical
1695,white_grievance,E:,stereotypical
1696,incitement,A:,white_grievance
1697,stereotypical,E:,stereotypical
1698,stereotypical,E:,stereotypical
1699,white_grievance,A:,white_grievance
1700,other,E:,stereotypical
1701,incitement,E:,stereotypical
1702,stereotypical,E:,stereotypical
1703,white_grievance,E:,stereotypical
1704,white_grievance,E:,stereotypical
1705,incitement,E:,stereotypical
1706,inferiority,A:,white_grievance
1707,other,E:,stereotypical
1708,stereotypical,E:,stereotypical
1709,irony,E:,stereotypical
1710,stereotypical,E:,stereotypical
1711,incitement,A:,white_grievance
1712,stereotypical,E:,stereotypical
1713,incitement,E:,stereotypical
1714,incitement,E:,stereotypical
1715,irony,F:,threatening
1716,white_grievance,E:,stereotypical
1717,white_grievance,A:,white_grievance
1718,white_grievance,A:,white_grievance
1719,white_grievance,A:,white_grievance
1720,other,E:,stereotypical
1721,incitement,E:,stereotypical
1722,stereotypical,E:,stereotypical
1723,stereotypical,E:,stereotypical
1724,white_grievance,E:,stereotypical
1725,white_grievance,E:,stereotypical
1726,white_grievance,E:,stereotypical
1727,incitement,A:,white_grievance
1728,irony,E:,stereotypical
1729,incitement,F:,threatening
1730,inferiority,E:,stereotypical
1731,stereotypical,E:,stereotypical
1732,white_grievance,E:,stereotypical
1733,incitement,B:,incitement
1734,incitement,C:,inferiority
1735,incitement,E:,stereotypical
1736,incitement,B:,incitement
1737,inferiority,C:,inferiority
1738,stereotypical,E:,stereotypical
1739,irony,A:,white_grievance
1740,incitement,E:,stereotypical
1741,incitement,E:,stereotypical
1742,white_grievance,E:,stereotypical
1743,stereotypical,E:,stereotypical
1744,white_grievance,F:,threatening
1745,stereotypical,E:,stereotypical
1746,stereotypical,B:,incitement
1747,white_grievance,E:,stereotypical
1748,irony,C:,inferiority
1749,white_grievance,E:,stereotypical
1750,stereotypical,C:,inferiority
1751,other,E:,stereotypical
1752,white_grievance,F:,threatening
1753,stereotypical,E:,stereotypical
1754,white_grievance,E:,stereotypical
1755,inferiority,E:,stereotypical
1756,incitement,B:,incitement
1757,incitement,C:,inferiority
1758,white_grievance,A:,white_grievance
1759,incitement,B:,incitement
1760,stereotypical,E:,stereotypical
1761,stereotypical,C:,inferiority
1762,white_grievance,E:,stereotypical
1763,white_grievance,B:,incitement
1764,stereotypical,E:,stereotypical
1765,white_grievance,E:,stereotypical
1766,stereotypical,F:,threatening
1767,incitement,E:,stereotypical
1768,incitement,B:,incitement
1769,incitement,E:,stereotypical
1770,incitement,E:,stereotypical
1771,inferiority,E:,stereotypical
1772,incitement,F:,threatening
1773,other,C:,inferiority
1774,incitement,E:,stereotypical
1775,inferiority,E:,stereotypical
1776,incitement,E:,stereotypical
1777,stereotypical,E:,stereotypical
1778,stereotypical,F:,threatening
1779,inferiority,E:,stereotypical
1780,stereotypical,B:,incitement
1781,incitement,E:,stereotypical
1782,incitement,C:,inferiority
1783,white_grievance,E:,stereotypical
1784,white_grievance,A:,white_grievance
1785,white_grievance,F:,threatening
1786,white_grievance,F:,threatening
1787,white_grievance,B:,incitement
1788,stereotypical,E:,stereotypical
1789,incitement,E:,stereotypical
1790,white_grievance,E:,stereotypical
1791,stereotypical,E:,stereotypical
1792,white_grievance,E:,stereotypical
1793,white_grievance,C:,inferiority
1794,incitement,B:,incitement
1795,stereotypical,E:,stereotypical
1796,stereotypical,E:,stereotypical
1797,white_grievance,A:,white_grievance
1798,white_grievance,A:,white_grievance
1799,white_grievance,E:,stereotypical
1800,stereotypical,E:,stereotypical
1801,incitement,E:,stereotypical
1802,incitement,E:,stereotypical
1803,stereotypical,E:,stereotypical
1804,stereotypical,B:,incitement
1805,incitement,C:,inferiority
1806,stereotypical,E:,stereotypical
1807,white_grievance,E:,stereotypical
1808,incitement,E:,stereotypical
1809,stereotypical,E:,stereotypical
1810,stereotypical,E:,stereotypical
1811,irony,C:,inferiority
1812,inferiority,E:,stereotypical
1813,white_grievance,E:,stereotypical
1814,incitement,E:,stereotypical
1815,stereotypical,F:,threatening
1816,stereotypical,E:,stereotypical
1817,incitement,B:,incitement
1818,stereotypical,A:,white_grievance
1819,incitement,A:,white_grievance
1820,stereotypical,E:,stereotypical
1821,stereotypical,E:,stereotypical
1822,white_grievance,E:,stereotypical
1823,inferiority,A:,white_grievance
1824,white_grievance,C:,inferiority
1825,stereotypical,E:,stereotypical
1826,incitement,E:,stereotypical
1827,stereotypical,B:,incitement
1828,inferiority,E:,stereotypical
1829,inferiority,E:,stereotypical
1830,incitement,E:,stereotypical
1831,stereotypical,B:,incitement
1832,white_grievance,E:,stereotypical
1833,inferiority,E:,stereotypical
1834,stereotypical,E:,stereotypical
1835,white_grievance,A:,white_grievance
1836,incitement,E:,stereotypical
1837,incitement,B:,incitement
1838,inferiority,C:,inferiority
1839,white_grievance,E:,stereotypical
1840,white_grievance,E:,stereotypical
1841,white_grievance,E:,stereotypical
1842,stereotypical,E:,stereotypical
1843,incitement,E:,stereotypical
1844,white_grievance,E:,stereotypical
1845,inferiority,E:,stereotypical
1846,incitement,C:,inferiority
1847,stereotypical,B:,incitement
1848,stereotypical,F:,threatening
1849,inferiority,E:,stereotypical
1850,incitement,E:,stereotypical
1851,inferiority,E:,stereotypical
1852,incitement,E:,stereotypical
1853,white_grievance,A:,white_grievance
1854,stereotypical,E:,stereotypical
1855,stereotypical,E:,stereotypical
1856,white_grievance,E:,stereotypical
1857,white_grievance,B:,incitement
1858,stereotypical,E:,stereotypical
1859,white_grievance,B:,incitement
1860,white_grievance,C:,inferiority
1861,stereotypical,E:,stereotypical
1862,white_grievance,E:,stereotypical
1863,incitement,E:,stereotypical
1864,incitement,E:,stereotypical
1865,incitement,E:,stereotypical
1866,white_grievance,E:,stereotypical
1867,stereotypical,E:,stereotypical
1868,stereotypical,E:,stereotypical
1869,stereotypical,C:,inferiority
1870,stereotypical,B:,incitement
1871,stereotypical,E:,stereotypical
1872,stereotypical,C:,inferiority
1873,inferiority,C:,inferiority
1874,white_grievance,E:,stereotypical
1875,stereotypical,E:,stereotypical
1876,incitement,A:,white_grievance
1877,incitement,E:,stereotypical
1878,white_grievance,E:,stereotypical
1879,white_grievance,E:,stereotypical
1880,stereotypical,E:,stereotypical
1881,stereotypical,E:,stereotypical
1882,white_grievance,E:,stereotypical
1883,white_grievance,E:,stereotypical
1884,white_grievance,E:,stereotypical
1885,white_grievance,E:,stereotypical
1886,white_grievance,C:,inferiority
1887,white_grievance,E:,stereotypical
1888,white_grievance,E:,stereotypical
1889,incitement,A:,white_grievance
1890,incitement,A:,white_grievance
1891,incitement,A:,white_grievance
1892,incitement,A:,white_grievance
1893,white_grievance,E:,stereotypical
1894,incitement,A:,white_grievance
1895,incitement,B:,incitement
1896,incitement,B:,incitement
1897,incitement,A:,white_grievance
1898,incitement,A:,white_grievance
1899,white_grievance,B:,incitement
1900,stereotypical,E:,stereotypical
1901,inferiority,E:,stereotypical
1902,incitement,E:,stereotypical
1903,stereotypical,B:,incitement
1904,incitement,E:,stereotypical
1905,white_grievance,E:,stereotypical
1906,incitement,A:,white_grievance
1907,stereotypical,E:,stereotypical
1908,white_grievance,A:,white_grievance
1909,white_grievance,A:,white_grievance
1910,white_grievance,C:,inferiority
1911,incitement,E:,stereotypical
1912,inferiority,C:,inferiority
1913,stereotypical,E:,stereotypical
1914,stereotypical,E:,stereotypical
1915,white_grievance,E:,stereotypical
1916,white_grievance,E:,stereotypical
1917,white_grievance,A:,white_grievance
1918,incitement,B:,incitement
1919,white_grievance,E:,stereotypical
1920,incitement,E:,stereotypical
1921,stereotypical,E:,stereotypical
1922,stereotypical,E:,stereotypical
1923,incitement,A:,white_grievance
1924,incitement,E:,stereotypical
1925,white_grievance,E:,stereotypical
1926,white_grievance,E:,stereotypical
1927,white_grievance,E:,stereotypical
1928,white_grievance,E:,stereotypical
1929,white_grievance,E:,stereotypical
1930,white_grievance,A:,white_grievance
1931,stereotypical,B:,incitement
1932,white_grievance,A:,white_grievance
1933,incitement,A:,white_grievance
1934,white_grievance,A:,white_grievance
1935,inferiority,A:,white_grievance
1936,stereotypical,E:,stereotypical
1937,incitement,B:,incitement
1938,white_grievance,E:,stereotypical
1939,incitement,B:,incitement
1940,white_grievance,C:,inferiority
1941,stereotypical,E:,stereotypical
1942,white_grievance,E:,stereotypical
1943,stereotypical,E:,stereotypical
1944,white_grievance,E:,stereotypical
1945,stereotypical,E:,stereotypical
1946,white_grievance,E:,stereotypical
1947,inferiority,E:,stereotypical
1948,white_grievance,E:,stereotypical
1949,white_grievance,E:,stereotypical
1950,white_grievance,A:,white_grievance
1951,white_grievance,E:,stereotypical
1952,white_grievance,E:,stereotypical
1953,white_grievance,E:,stereotypical
1954,incitement,E:,stereotypical
1955,stereotypical,E:,stereotypical
1956,irony,E:,stereotypical
1957,inferiority,C:,inferiority
1958,threatening,F:,threatening
1959,white_grievance,F:,threatening
1960,white_grievance,F:,threatening
1961,white_grievance,A:,white_grievance
1962,stereotypical,E:,stereotypical
1963,white_grievance,E:,stereotypical
1964,white_grievance,B:,incitement
1965,white_grievance,E:,stereotypical
1966,white_grievance,E:,stereotypical
1967,white_grievance,B:,incitement
1968,white_grievance,C:,inferiority
1969,irony,E:,stereotypical
1970,white_grievance,E:,stereotypical
1971,white_grievance,A:,white_grievance
1972,white_grievance,E:,stereotypical
1973,inferiority,E:,stereotypical
1974,white_grievance,E:,stereotypical
1975,stereotypical,E:,stereotypical
1976,stereotypical,E:,stereotypical
1977,white_grievance,A:,white_grievance
1978,incitement,F:,threatening
1979,white_grievance,A:,white_grievance
1980,incitement,B:,incitement
1981,incitement,E:,stereotypical
1982,stereotypical,F:,threatening
1983,stereotypical,F:,threatening
1984,white_grievance,E:,stereotypical
1985,stereotypical,E:,stereotypical
1986,white_grievance,E:,stereotypical
1987,white_grievance,E:,stereotypical
1988,irony,A:,white_grievance
1989,stereotypical,E:,stereotypical
1990,incitement,A:,white_grievance
1991,white_grievance,E:,stereotypical
1992,incitement,C:,inferiority
1993,white_grievance,E:,stereotypical
1994,incitement,F:,threatening
1995,white_grievance,E:,stereotypical
1996,stereotypical,E:,stereotypical
1997,stereotypical,E:,stereotypical
1998,inferiority,C:,inferiority
1999,white_grievance,F:,threatening
2000,incitement,C:,inferiority
2001,incitement,E:,stereotypical
2002,incitement,B:,incitement
2003,stereotypical,E:,stereotypical
2004,white_grievance,A:,white_grievance
2005,incitement,B:,incitement
2006,white_grievance,E:,stereotypical
2007,incitement,E:,stereotypical
2008,incitement,B:,incitement
2009,white_grievance,A:,white_grievance
2010,incitement,E:,stereotypical
2011,white_grievance,E:,stereotypical
2012,inferiority,E:,stereotypical
2013,irony,E:,stereotypical
2014,inferiority,C:,inferiority
2015,white_grievance,B:,incitement
2016,white_grievance,C:,inferiority
2017,white_grievance,A:,white_grievance
2018,white_grievance,E:,stereotypical
2019,white_grievance,A:,white_grievance
2020,white_grievance,E:,stereotypical
2021,incitement,E:,stereotypical
2022,stereotypical,E:,stereotypical
2023,white_grievance,E:,stereotypical
2024,incitement,E:,stereotypical
2025,incitement,B:,incitement
2026,inferiority,E:,stereotypical
2027,white_grievance,E:,stereotypical
2028,inferiority,E:,stereotypical
2029,stereotypical,E:,stereotypical
2030,white_grievance,E:,stereotypical
2031,incitement,E:,stereotypical
2032,stereotypical,E:,stereotypical
2033,incitement,A:,white_grievance
2034,white_grievance,E:,stereotypical
2035,incitement,A:,white_grievance
2036,white_grievance,B:,incitement
2037,white_grievance,F:,threatening
2038,white_grievance,E:,stereotypical
2039,incitement,B:,incitement
2040,white_grievance,A:,white_grievance
2041,white_grievance,A:,white_grievance
2042,white_grievance,F:,threatening
2043,incitement,A:,white_grievance
2044,white_grievance,E:,stereotypical
2045,stereotypical,F:,threatening
2046,incitement,B:,incitement
2047,white_grievance,A:,white_grievance
2048,white_grievance,A:,white_grievance
2049,white_grievance,A:,white_grievance
2050,white_grievance,A:,white_grievance
2051,stereotypical,E:,stereotypical
2052,stereotypical,E:,stereotypical
2053,white_grievance,E:,stereotypical
2054,incitement,A:,white_grievance
2055,incitement,E:,stereotypical
2056,white_grievance,E:,stereotypical
2057,white_grievance,E:,stereotypical
2058,stereotypical,E:,stereotypical
2059,incitement,E:,stereotypical
2060,incitement,B:,incitement
2061,white_grievance,C:,inferiority
2062,white_grievance,C:,inferiority
2063,white_grievance,E:,stereotypical
2064,incitement,E:,stereotypical
2065,white_grievance,A:,white_grievance
2066,incitement,F:,threatening
2067,incitement,E:,stereotypical
2068,inferiority,E:,stereotypical
2069,white_grievance,E:,stereotypical
2070,inferiority,C:,inferiority
2071,incitement,B:,incitement
2072,white_grievance,A:,white_grievance
2073,incitement,E:,stereotypical
2074,white_grievance,E:,stereotypical
2075,stereotypical,B:,incitement
2076,stereotypical,E:,stereotypical
2077,white_grievance,C:,inferiority
2078,white_grievance,E:,stereotypical
2079,incitement,A:,white_grievance
2080,incitement,A:,white_grievance
2081,white_grievance,E:,stereotypical
2082,stereotypical,B:,incitement
2083,other,E:,stereotypical
2084,stereotypical,E:,stereotypical
2085,irony,E:,stereotypical
2086,inferiority,E:,stereotypical
2087,white_grievance,E:,stereotypical
2088,stereotypical,E:,stereotypical
2089,white_grievance,E:,stereotypical
2090,incitement,A:,white_grievance
2091,white_grievance,E:,stereotypical
2092,inferiority,C:,inferiority
2093,inferiority,B:,incitement
2094,white_grievance,A:,white_grievance
2095,other,E:,stereotypical
2096,white_grievance,E:,stereotypical
2097,stereotypical,E:,stereotypical
2098,white_grievance,B:,incitement
2099,stereotypical,E:,stereotypical
2100,white_grievance,E:,stereotypical
2101,white_grievance,E:,stereotypical
2102,stereotypical,F:,threatening
2103,stereotypical,E:,stereotypical
2104,stereotypical,F:,threatening
2105,stereotypical,F:,threatening
2106,stereotypical,E:,stereotypical
2107,stereotypical,B:,incitement
2108,incitement,E:,stereotypical
2109,white_grievance,E:,stereotypical
2110,stereotypical,E:,stereotypical
2111,incitement,E:,stereotypical
2112,white_grievance,E:,stereotypical
2113,incitement,B:,incitement
2114,incitement,C:,inferiority
2115,white_grievance,E:,stereotypical
2116,stereotypical,E:,stereotypical
2117,stereotypical,E:,stereotypical
2118,white_grievance,E:,stereotypical
2119,stereotypical,E:,stereotypical
2120,incitement,E:,stereotypical
2121,incitement,B:,incitement
2122,other,E:,stereotypical
2123,incitement,E:,stereotypical
2124,white_grievance,B:,incitement
2125,irony,A:,white_grievance
2126,white_grievance,E:,stereotypical
2127,other,A:,white_grievance
2128,stereotypical,E:,stereotypical
2129,incitement,E:,stereotypical
2130,stereotypical,E:,stereotypical
2131,white_grievance,E:,stereotypical
2132,white_grievance,E:,stereotypical
2133,stereotypical,E:,stereotypical
2134,incitement,E:,stereotypical
2135,white_grievance,E:,stereotypical
2136,stereotypical,E:,stereotypical
2137,white_grievance,E:,stereotypical
2138,irony,B:,incitement
2139,white_grievance,A:,white_grievance
2140,white_grievance,E:,stereotypical
2141,inferiority,E:,stereotypical
2142,inferiority,E:,stereotypical
2143,stereotypical,E:,stereotypical
2144,white_grievance,E:,stereotypical
2145,incitement,E:,stereotypical
2146,stereotypical,F:,threatening
2147,white_grievance,E:,stereotypical
2148,white_grievance,A:,white_grievance
2149,stereotypical,B:,incitement
2150,inferiority,B:,incitement
2151,incitement,B:,incitement
2152,incitement,E:,stereotypical
2153,white_grievance,C:,inferiority
2154,incitement,B:,incitement
2155,incitement,E:,stereotypical
2156,inferiority,E:,stereotypical
2157,inferiority,E:,stereotypical
2158,incitement,E:,stereotypical
2159,stereotypical,E:,stereotypical
2160,white_grievance,A:,white_grievance
2161,white_grievance,A:,white_grievance
2162,stereotypical,E:,stereotypical
2163,incitement,A:,white_grievance
2164,incitement,A:,white_grievance
2165,incitement,A:,white_grievance
2166,inferiority,C:,inferiority
2167,white_grievance,E:,stereotypical
2168,incitement,E:,stereotypical
2169,white_grievance,E:,stereotypical
2170,stereotypical,E:,stereotypical
2171,incitement,F:,threatening
2172,stereotypical,B:,incitement
2173,incitement,A:,white_grievance
2174,white_grievance,E:,stereotypical
2175,other,C:,inferiority
2176,white_grievance,E:,stereotypical
2177,incitement,E:,stereotypical
2178,white_grievance,E:,stereotypical
2179,white_grievance,A:,white_grievance
2180,stereotypical,E:,stereotypical
2181,inferiority,E:,stereotypical
2182,white_grievance,E:,stereotypical
2183,stereotypical,E:,stereotypical
2184,stereotypical,E:,stereotypical
2185,white_grievance,B:,incitement
2186,incitement,E:,stereotypical
2187,stereotypical,E:,stereotypical
2188,inferiority,E:,stereotypical
2189,stereotypical,B:,incitement
2190,irony,E:,stereotypical
2191,white_grievance,E:,stereotypical
2192,irony,C:,inferiority
2193,irony,E:,stereotypical
2194,incitement,E:,stereotypical
2195,white_grievance,A:,white_grievance
2196,stereotypical,E:,stereotypical
2197,incitement,E:,stereotypical
2198,other,C:,inferiority
2199,stereotypical,E:,stereotypical
2200,white_grievance,A:,white_grievance
2201,incitement,E:,stereotypical
2202,incitement,B:,incitement
2203,stereotypical,B:,incitement
2204,inferiority,E:,stereotypical
2205,stereotypical,B:,incitement
2206,stereotypical,E:,stereotypical
2207,white_grievance,B:,incitement
2208,incitement,A:,white_grievance
2209,incitement,C:,inferiority
2210,other,C:,inferiority
2211,incitement,E:,stereotypical
2212,irony,E:,stereotypical
2213,incitement,E:,stereotypical
2214,white_grievance,A:,white_grievance
2215,white_grievance,C:,inferiority
2216,white_grievance,A:,white_grievance
2217,incitement,E:,stereotypical
2218,incitement,E:,stereotypical
2219,white_grievance,E:,stereotypical
2220,incitement,E:,stereotypical
2221,stereotypical,E:,stereotypical
2222,white_grievance,E:,stereotypical
2223,incitement,B:,incitement
2224,incitement,E:,stereotypical
2225,incitement,E:,stereotypical
2226,white_grievance,A:,white_grievance
2227,incitement,F:,threatening
2228,white_grievance,F:,threatening
2229,incitement,E:,stereotypical
2230,incitement,E:,stereotypical
2231,incitement,F:,threatening
2232,incitement,E:,stereotypical
2233,incitement,A:,white_grievance
2234,white_grievance,E:,stereotypical
2235,incitement,A:,white_grievance
2236,incitement,E:,stereotypical
2237,incitement,A:,white_grievance
2238,white_grievance,E:,stereotypical
2239,white_grievance,E:,stereotypical
2240,white_grievance,A:,white_grievance
2241,incitement,F:,threatening
2242,stereotypical,E:,stereotypical
2243,incitement,E:,stereotypical
2244,incitement,E:,stereotypical
2245,incitement,B:,incitement
2246,incitement,A:,white_grievance
2247,white_grievance,E:,stereotypical
2248,irony,E:,stereotypical
2249,incitement,E:,stereotypical
2250,inferiority,E:,stereotypical
2251,incitement,E:,stereotypical
2252,white_grievance,E:,stereotypical
2253,incitement,A:,white_grievance
2254,incitement,A:,white_grievance
2255,incitement,A:,white_grievance
2256,incitement,E:,stereotypical
2257,incitement,A:,white_grievance
2258,incitement,A:,white_grievance
2259,white_grievance,F:,threatening
2260,stereotypical,E:,stereotypical
2261,stereotypical,E:,stereotypical
2262,white_grievance,A:,white_grievance
2263,stereotypical,E:,stereotypical
2264,incitement,E:,stereotypical
2265,incitement,E:,stereotypical
2266,stereotypical,E:,stereotypical
2267,incitement,E:,stereotypical
2268,stereotypical,E:,stereotypical
2269,incitement,B:,incitement
2270,irony,E:,stereotypical
2271,incitement,E:,stereotypical
2272,stereotypical,E:,stereotypical
2273,stereotypical,A:,white_grievance
2274,white_grievance,E:,stereotypical
2275,white_grievance,B:,incitement
2276,threatening,F:,threatening
2277,incitement,E:,stereotypical
2278,stereotypical,E:,stereotypical
2279,white_grievance,E:,stereotypical
2280,white_grievance,E:,stereotypical
2281,stereotypical,C:,inferiority
2282,white_grievance,E:,stereotypical
2283,white_grievance,E:,stereotypical
2284,incitement,E:,stereotypical
2285,white_grievance,E:,stereotypical
2286,stereotypical,D:,irony
2287,white_grievance,E:,stereotypical
2288,incitement,B:,incitement
2289,inferiority,C:,inferiority
2290,white_grievance,E:,stereotypical
2291,threatening,B:,incitement
2292,white_grievance,E:,stereotypical
2293,white_grievance,E:,stereotypical
2294,stereotypical,B:,incitement
2295,inferiority,E:,stereotypical
2296,stereotypical,E:,stereotypical
2297,stereotypical,F:,threatening
2298,white_grievance,E:,stereotypical
2299,stereotypical,C:,inferiority
2300,stereotypical,B:,incitement
2301,white_grievance,E:,stereotypical
2302,incitement,B:,incitement
2303,stereotypical,B:,incitement
2304,white_grievance,C:,inferiority
2305,white_grievance,E:,stereotypical
2306,incitement,E:,stereotypical
2307,white_grievance,E:,stereotypical
2308,white_grievance,E:,stereotypical
2309,white_grievance,E:,stereotypical
2310,incitement,B:,incitement
2311,incitement,C:,inferiority
2312,incitement,B:,incitement
2313,stereotypical,B:,incitement
2314,stereotypical,E:,stereotypical
2315,inferiority,E:,stereotypical
2316,white_grievance,E:,stereotypical
2317,stereotypical,E:,stereotypical
2318,white_grievance,B:,incitement
2319,white_grievance,E:,stereotypical
2320,white_grievance,E:,stereotypical
2321,white_grievance,E:,stereotypical
2322,incitement,E:,stereotypical
2323,stereotypical,E:,stereotypical
2324,incitement,E:,stereotypical
2325,threatening,F:,threatening
2326,stereotypical,F:,threatening
2327,stereotypical,F:,threatening
2328,incitement,B:,incitement
2329,irony,C:,inferiority
2330,stereotypical,E:,stereotypical
2331,inferiority,E:,stereotypical
2332,stereotypical,E:,stereotypical
2333,stereotypical,E:,stereotypical
2334,incitement,E:,stereotypical
2335,white_grievance,E:,stereotypical
2336,stereotypical,E:,stereotypical
2337,white_grievance,E:,stereotypical
2338,white_grievance,E:,stereotypical
2339,stereotypical,E:,stereotypical
2340,stereotypical,E:,stereotypical
2341,white_grievance,A:,white_grievance
2342,white_grievance,A:,white_grievance
2343,stereotypical,B:,incitement
2344,white_grievance,A:,white_grievance
2345,irony,E:,stereotypical
2346,incitement,A:,white_grievance
2347,stereotypical,E:,stereotypical
2348,white_grievance,F:,threatening
2349,incitement,F:,threatening
2350,stereotypical,E:,stereotypical
2351,stereotypical,E:,stereotypical
2352,white_grievance,A:,white_grievance
2353,incitement,E:,stereotypical
2354,incitement,C:,inferiority
2355,white_grievance,E:,stereotypical
2356,stereotypical,E:,stereotypical
2357,white_grievance,E:,stereotypical
2358,white_grievance,A:,white_grievance
2359,incitement,E:,stereotypical
2360,stereotypical,E:,stereotypical
2361,white_grievance,F:,threatening
2362,inferiority,E:,stereotypical
2363,white_grievance,B:,incitement
2364,white_grievance,E:,stereotypical
2365,inferiority,E:,stereotypical
2366,stereotypical,E:,stereotypical
2367,stereotypical,E:,stereotypical
2368,incitement,F:,threatening
2369,stereotypical,E:,stereotypical
2370,white_grievance,E:,stereotypical
2371,stereotypical,E:,stereotypical
2372,stereotypical,C:,inferiority
2373,threatening,E:,stereotypical
2374,stereotypical,B:,incitement
2375,stereotypical,E:,stereotypical
2376,incitement,E:,stereotypical
2377,stereotypical,E:,stereotypical
2378,incitement,A:,white_grievance
2379,stereotypical,E:,stereotypical
2380,white_grievance,A:,white_grievance
2381,stereotypical,C:,inferiority
2382,stereotypical,E:,stereotypical
2383,incitement,E:,stereotypical
2384,incitement,E:,stereotypical
2385,inferiority,C:,inferiority
2386,white_grievance,E:,stereotypical
2387,incitement,B:,incitement
2388,incitement,F:,threatening
2389,stereotypical,E:,stereotypical
2390,incitement,E:,stereotypical
2391,inferiority,E:,stereotypical
2392,incitement,B:,incitement
2393,stereotypical,E:,stereotypical
2394,incitement,E:,stereotypical
2395,stereotypical,C:,inferiority
2396,incitement,E:,stereotypical
2397,stereotypical,F:,threatening
2398,white_grievance,E:,stereotypical
2399,stereotypical,F:,threatening
2400,inferiority,E:,stereotypical
2401,incitement,C:,inferiority
2402,white_grievance,C:,inferiority
2403,white_grievance,E:,stereotypical
2404,stereotypical,E:,stereotypical
2405,white_grievance,E:,stereotypical
2406,inferiority,E:,stereotypical
2407,inferiority,E:,stereotypical
2408,stereotypical,F:,threatening
2409,threatening,B:,incitement
2410,stereotypical,E:,stereotypical
2411,incitement,E:,stereotypical
2412,white_grievance,E:,stereotypical
2413,stereotypical,E:,stereotypical
2414,white_grievance,E:,stereotypical
2415,stereotypical,E:,stereotypical
2416,stereotypical,E:,stereotypical
2417,white_grievance,E:,stereotypical
2418,white_grievance,A:,white_grievance
2419,white_grievance,B:,incitement
2420,stereotypical,E:,stereotypical
2421,white_grievance,E:,stereotypical
2422,white_grievance,A:,white_grievance
