Index,gold_label,gpt_label,Confidence,confidence_normalized
910,white_grievance,stereotypical,0.75,0.0001500438127933
911,stereotypical,stereotypical,0.75,0.0001500438127933
912,incitement,stereotypical,0.75,0.0001500438127933
913,white_grievance,stereotypical,0.75,0.0001500438127933
914,incitement,stereotypical,0.75,0.0001500438127933
915,incitement,stereotypical,0.75,0.0001500438127933
916,incitement,stereotypical,0.75,0.0001500438127933
917,white_grievance,stereotypical,0.75,0.0001500438127933
918,incitement,stereotypical,0.75,0.0001500438127933
919,stereotypical,stereotypical,0.75,0.0001500438127933
920,incitement,stereotypical,0.75,0.0001500438127933
921,incitement,incitement,0.85,0.0001700496544991
922,white_grievance,threatening,0.85,0.0001700496544991
923,stereotypical,stereotypical,0.75,0.0001500438127933
924,incitement,stereotypical,0.75,0.0001500438127933
925,white_grievance,white grievance,0.85,0.0001700496544991
926,inferiority,inferiority,0.85,0.0001700496544991
927,white_grievance,stereotypical,0.75,0.0001500438127933
928,irony,stereotypical,0.75,0.0001500438127933
929,white_grievance,stereotypical,0.75,0.0001500438127933
930,stereotypical,stereotypical,0.75,0.0001500438127933
931,inferiority,inferiority,0.85,0.0001700496544991
932,threatening,threatening,0.85,0.0001700496544991
933,white_grievance,stereotypical,0.75,0.0001500438127933
934,white_grievance,stereotypical,0.75,0.0001500438127933
935,white_grievance,stereotypical,0.75,0.0001500438127933
936,stereotypical,stereotypical,0.75,0.0001500438127933
937,stereotypical,incitement,0.85,0.0001700496544991
938,incitement,stereotypical,0.75,0.0001500438127933
939,white_grievance,stereotypical,0.75,0.0001500438127933
940,incitement,white grievance,0.85,0.0001700496544991
941,white_grievance,stereotypical,0.75,0.0001500438127933
942,incitement,inferiority,0.85,0.0001700496544991
943,irony,stereotypical,0.75,0.0001500438127933
944,stereotypical,stereotypical,0.75,0.0001500438127933
945,incitement,incitement,0.85,0.0001700496544991
946,stereotypical,threatening,0.85,0.0001700496544991
947,inferiority,stereotypical,0.75,0.0001500438127933
948,other,threatening,0.85,0.0001700496544991
949,white_grievance,stereotypical,0.75,0.0001500438127933
950,white_grievance,stereotypical,0.75,0.0001500438127933
951,white_grievance,incitement,0.85,0.0001700496544991
952,stereotypical,stereotypical,0.75,0.0001500438127933
953,stereotypical,stereotypical,0.75,0.0001500438127933
954,stereotypical,stereotypical,0.75,0.0001500438127933
955,white_grievance,white grievance,0.85,0.0001700496544991
956,stereotypical,incitement,0.85,0.0001700496544991
957,white_grievance,stereotypical,0.75,0.0001500438127933
958,white_grievance,stereotypical,0.75,0.0001500438127933
959,stereotypical,stereotypical,0.75,0.0001500438127933
960,stereotypical,inferiority,0.85,0.0001700496544991
961,white_grievance,inferiority,0.85,0.0001700496544991
962,irony,stereotypical,0.75,0.0001500438127933
963,stereotypical,incitement,0.85,0.0001700496544991
964,stereotypical,stereotypical,0.75,0.0001500438127933
965,white_grievance,stereotypical,0.75,0.0001500438127933
966,white_grievance,white grievance,0.85,0.0001700496544991
967,stereotypical,stereotypical,0.75,0.0001500438127933
968,white_grievance,stereotypical,0.75,0.0001500438127933
969,white_grievance,threatening,0.85,0.0001700496544991
970,incitement,incitement,0.85,0.0001700496544991
971,incitement,stereotypical,0.75,0.0001500438127933
972,white_grievance,stereotypical,0.75,0.0001500438127933
973,white_grievance,stereotypical,0.75,0.0001500438127933
974,white_grievance,incitement,0.85,0.0001700496544991
975,white_grievance,incitement,0.85,0.0001700496544991
976,stereotypical,stereotypical,0.75,0.0001500438127933
977,irony,stereotypical,0.75,0.0001500438127933
978,other,incitement,0.85,0.0001700496544991
979,stereotypical,stereotypical,0.75,0.0001500438127933
980,incitement,stereotypical,0.75,0.0001500438127933
981,stereotypical,inferiority,0.85,0.0001700496544991
982,stereotypical,inferiority,0.85,0.0001700496544991
983,stereotypical,incitement,0.85,0.0001700496544991
984,stereotypical,stereotypical,0.75,0.0001500438127933
985,inferiority,stereotypical,0.75,0.0001500438127933
986,stereotypical,stereotypical,0.75,0.0001500438127933
987,white_grievance,stereotypical,0.75,0.0001500438127933
988,stereotypical,inferiority,0.85,0.0001700496544991
989,inferiority,stereotypical,0.75,0.0001500438127933
990,white_grievance,stereotypical,0.75,0.0001500438127933
991,white_grievance,stereotypical,0.75,0.0001500438127933
992,white_grievance,stereotypical,0.75,0.0001500438127933
993,white_grievance,stereotypical,0.75,0.0001500438127933
994,stereotypical,inferiority,0.85,0.0001700496544991
995,stereotypical,stereotypical,0.75,0.0001500438127933
996,white_grievance,stereotypical,0.75,0.0001500438127933
997,incitement,stereotypical,0.75,0.0001500438127933
998,incitement,white grievance,0.85,0.0001700496544991
999,incitement,stereotypical,0.75,0.0001500438127933
1000,white_grievance,stereotypical,0.75,0.0001500438127933
1001,other,stereotypical,0.75,0.0001500438127933
1002,inferiority,stereotypical,0.75,0.0001500438127933
1003,incitement,white grievance,0.85,0.0001700496544991
1004,stereotypical,stereotypical,0.75,0.0001500438127933
1005,white_grievance,white grievance,0.85,0.0001700496544991
1006,stereotypical,stereotypical,0.75,0.0001500438127933
1007,incitement,stereotypical,0.75,0.0001500438127933
1008,white_grievance,white grievance,0.85,0.0001700496544991
1009,incitement,stereotypical,0.75,0.0001500438127933
1010,inferiority,stereotypical,0.75,0.0001500438127933
1011,white_grievance,white grievance,0.85,0.0001700496544991
1012,stereotypical,stereotypical,0.75,0.0001500438127933
1013,stereotypical,stereotypical,0.75,0.0001500438127933
1014,stereotypical,inferiority,0.85,0.0001700496544991
1015,stereotypical,threatening,0.85,0.0001700496544991
1016,white_grievance,stereotypical,0.75,0.0001500438127933
1017,stereotypical,stereotypical,0.75,0.0001500438127933
1018,stereotypical,stereotypical,0.75,0.0001500438127933
1019,inferiority,inferiority,0.85,0.0001700496544991
1020,incitement,stereotypical,0.75,0.0001500438127933
1021,stereotypical,stereotypical,0.75,0.0001500438127933
1022,stereotypical,stereotypical,0.75,0.0001500438127933
1023,stereotypical,stereotypical,0.75,0.0001500438127933
1024,white_grievance,white grievance,0.85,0.0001700496544991
1025,other,threatening,0.85,0.0001700496544991
1026,incitement,incitement,0.85,0.0001700496544991
1027,white_grievance,stereotypical,0.75,0.0001500438127933
1028,white_grievance,stereotypical,0.75,0.0001500438127933
1029,white_grievance,stereotypical,0.75,0.0001500438127933
1030,white_grievance,white grievance,0.85,0.0001700496544991
1031,white_grievance,white grievance,0.85,0.0001700496544991
1032,incitement,stereotypical,0.75,0.0001500438127933
1033,stereotypical,stereotypical,0.75,0.0001500438127933
1034,white_grievance,stereotypical,0.75,0.0001500438127933
1035,white_grievance,white grievance,0.85,0.0001700496544991
1036,other,inferiority,0.85,0.0001700496544991
1037,stereotypical,stereotypical,0.75,0.0001500438127933
1038,white_grievance,inferiority,0.85,0.0001700496544991
1039,stereotypical,stereotypical,0.75,0.0001500438127933
1040,incitement,white grievance,0.85,0.0001700496544991
1041,incitement,incitement,0.85,0.0001700496544991
1042,white_grievance,incitement,0.85,0.0001700496544991
1043,stereotypical,stereotypical,0.75,0.0001500438127933
1044,stereotypical,stereotypical,0.75,0.0001500438127933
1045,stereotypical,stereotypical,0.75,0.0001500438127933
1046,white_grievance,stereotypical,0.75,0.0001500438127933
1047,white_grievance,stereotypical,0.75,0.0001500438127933
1048,white_grievance,incitement,0.85,0.0001700496544991
1049,incitement,stereotypical,0.75,0.0001500438127933
1050,white_grievance,white grievance,0.85,0.0001700496544991
1051,white_grievance,white grievance,0.85,0.0001700496544991
1052,white_grievance,incitement,0.85,0.0001700496544991
1053,incitement,stereotypical,0.75,0.0001500438127933
1054,incitement,stereotypical,0.75,0.0001500438127933
1055,incitement,white grievance,0.85,0.0001700496544991
1056,incitement,stereotypical,0.75,0.0001500438127933
1057,incitement,white grievance,0.85,0.0001700496544991
1058,stereotypical,stereotypical,0.75,0.0001500438127933
1059,incitement,stereotypical,0.75,0.0001500438127933
1060,white_grievance,white grievance,0.85,0.0001700496544991
1061,white_grievance,stereotypical,0.75,0.0001500438127933
1062,stereotypical,stereotypical,0.75,0.0001500438127933
1063,stereotypical,incitement,0.85,0.0001700496544991
1064,white_grievance,inferiority,0.85,0.0001700496544991
1065,white_grievance,stereotypical,0.75,0.0001500438127933
1066,incitement,inferiority,0.85,0.0001700496544991
1067,white_grievance,white grievance,0.85,0.0001700496544991
1068,white_grievance,stereotypical,0.75,0.0001500438127933
1069,white_grievance,stereotypical,0.75,0.0001500438127933
1070,white_grievance,stereotypical,0.75,0.0001500438127933
1071,irony,inferiority,0.85,0.0001700496544991
1072,stereotypical,stereotypical,0.75,0.0001500438127933
1073,stereotypical,stereotypical,0.75,0.0001500438127933
1074,stereotypical,stereotypical,0.75,0.0001500438127933
1075,incitement,stereotypical,0.75,0.0001500438127933
1076,incitement,incitement,0.85,0.0001700496544991
1077,white_grievance,stereotypical,0.75,0.0001500438127933
1078,incitement,stereotypical,0.75,0.0001500438127933
1079,stereotypical,stereotypical,0.75,0.0001500438127933
1080,incitement,stereotypical,0.75,0.0001500438127933
1081,inferiority,stereotypical,0.75,0.0001500438127933
1082,white_grievance,stereotypical,0.75,0.0001500438127933
1083,stereotypical,stereotypical,0.75,0.0001500438127933
1084,other,stereotypical,0.75,0.0001500438127933
1085,white_grievance,stereotypical,0.75,0.0001500438127933
1086,stereotypical,stereotypical,0.75,0.0001500438127933
1087,stereotypical,threatening,0.85,0.0001700496544991
1088,incitement,stereotypical,0.75,0.0001500438127933
1089,white_grievance,stereotypical,0.75,0.0001500438127933
1090,white_grievance,inferiority,0.85,0.0001700496544991
1091,stereotypical,stereotypical,0.75,0.0001500438127933
1092,incitement,stereotypical,0.75,0.0001500438127933
1093,other,stereotypical,0.75,0.0001500438127933
1094,incitement,stereotypical,0.75,0.0001500438127933
1095,white_grievance,stereotypical,0.75,0.0001500438127933
1096,stereotypical,stereotypical,0.75,0.0001500438127933
1097,incitement,stereotypical,0.75,0.0001500438127933
1098,stereotypical,stereotypical,0.75,0.0001500438127933
1099,stereotypical,stereotypical,0.75,0.0001500438127933
1100,irony,stereotypical,0.75,0.0001500438127933
1101,incitement,white grievance,0.85,0.0001700496544991
1102,white_grievance,inferiority,0.85,0.0001700496544991
1103,stereotypical,stereotypical,0.75,0.0001500438127933
1104,stereotypical,stereotypical,0.75,0.0001500438127933
1105,white_grievance,stereotypical,0.75,0.0001500438127933
1106,incitement,stereotypical,0.75,0.0001500438127933
1107,irony,stereotypical,0.75,0.0001500438127933
1108,incitement,stereotypical,0.75,0.0001500438127933
1109,incitement,stereotypical,0.75,0.0001500438127933
1110,incitement,inferiority,0.85,0.0001700496544991
1111,irony,stereotypical,0.75,0.0001500438127933
1112,incitement,white grievance,0.85,0.0001700496544991
1113,stereotypical,stereotypical,0.75,0.0001500438127933
1114,white_grievance,threatening,0.85,0.0001700496544991
1115,incitement,stereotypical,0.75,0.0001500438127933
1116,incitement,incitement,0.85,0.0001700496544991
1117,stereotypical,stereotypical,0.75,0.0001500438127933
1118,incitement,white grievance,0.85,0.0001700496544991
1119,incitement,threatening,0.85,0.0001700496544991
1120,stereotypical,stereotypical,0.75,0.0001500438127933
1121,stereotypical,stereotypical,0.75,0.0001500438127933
1122,stereotypical,stereotypical,0.75,0.0001500438127933
1123,stereotypical,stereotypical,0.75,0.0001500438127933
1124,stereotypical,stereotypical,0.75,0.0001500438127933
1125,white_grievance,stereotypical,0.75,0.0001500438127933
1126,stereotypical,stereotypical,0.75,0.0001500438127933
1127,white_grievance,stereotypical,0.75,0.0001500438127933
1128,stereotypical,stereotypical,0.75,0.0001500438127933
1129,white_grievance,white grievance,0.85,0.0001700496544991
1130,stereotypical,incitement,0.75,0.0001500438127933
1131,stereotypical,stereotypical,0.75,0.0001500438127933
1132,inferiority,stereotypical,0.75,0.0001500438127933
1133,stereotypical,stereotypical,0.75,0.0001500438127933
1134,white_grievance,stereotypical,0.75,0.0001500438127933
1135,stereotypical,incitement,0.85,0.0001700496544991
1136,white_grievance,stereotypical,0.75,0.0001500438127933
1137,white_grievance,stereotypical,0.75,0.0001500438127933
1138,incitement,stereotypical,0.75,0.0001500438127933
1139,white_grievance,stereotypical,0.75,0.0001500438127933
1140,other,stereotypical,0.75,0.0001500438127933
1141,inferiority,stereotypical,0.75,0.0001500438127933
1142,inferiority,stereotypical,0.75,0.0001500438127933
1143,white_grievance,white grievance,0.85,0.0001700496544991
1144,incitement,white grievance,0.85,0.0001700496544991
1145,white_grievance,white grievance,0.85,0.0001700496544991
1146,inferiority,stereotypical,0.75,0.0001500438127933
1147,white_grievance,stereotypical,0.75,0.0001500438127933
1148,inferiority,white grievance,0.85,0.0001700496544991
1149,white_grievance,stereotypical,0.75,0.0001500438127933
1150,incitement,incitement,0.85,0.0001700496544991
1151,white_grievance,stereotypical,0.75,0.0001500438127933
1152,incitement,stereotypical,0.75,0.0001500438127933
1153,white_grievance,threatening,0.85,0.0001700496544991
1154,white_grievance,white grievance,0.85,0.0001700496544991
1155,irony,stereotypical,0.75,0.0001500438127933
1156,stereotypical,stereotypical,0.75,0.0001500438127933
1157,white_grievance,stereotypical,0.75,0.0001500438127933
1158,white_grievance,stereotypical,0.75,0.0001500438127933
1159,stereotypical,stereotypical,0.75,0.0001500438127933
1160,incitement,incitement,0.85,0.0001700496544991
1161,irony,white grievance,0.85,0.0001700496544991
1162,stereotypical,incitement,0.85,0.0001700496544991
1163,stereotypical,stereotypical,0.75,0.0001500438127933
1164,stereotypical,stereotypical,0.75,0.0001500438127933
1165,incitement,stereotypical,0.75,0.0001500438127933
1166,threatening,inferiority,0.85,0.0001700496544991
1167,stereotypical,stereotypical,0.75,0.0001500438127933
1168,incitement,stereotypical,0.75,0.0001500438127933
1169,stereotypical,stereotypical,0.75,0.0001500438127933
1170,white_grievance,incitement,0.85,0.0001700496544991
1171,incitement,incitement,0.85,0.0001700496544991
1172,incitement,white grievance,0.85,0.0001700496544991
1173,white_grievance,stereotypical,0.75,0.0001500438127933
1174,incitement,white grievance,0.85,0.0001700496544991
1175,white_grievance,white grievance,0.85,0.0001700496544991
1176,white_grievance,stereotypical,0.75,0.0001500438127933
1177,white_grievance,stereotypical,0.75,0.0001500438127933
1178,white_grievance,white grievance,0.85,0.0001700496544991
1179,incitement,stereotypical,0.75,0.0001500438127933
1180,stereotypical,threatening,0.87,0.0001740508228402
1181,stereotypical,threatening,0.85,0.0001700496544991
1182,white_grievance,stereotypical,0.75,0.0001500438127933
1183,white_grievance,stereotypical,0.75,0.0001500438127933
1184,white_grievance,stereotypical,0.75,0.0001500438127933
1185,incitement,stereotypical,0.75,0.0001500438127933
1186,stereotypical,stereotypical,0.75,0.0001500438127933
1187,incitement,inferiority,0.85,0.0001700496544991
1188,white_grievance,incitement,0.85,0.0001700496544991
1189,white_grievance,stereotypical,0.75,0.0001500438127933
1190,inferiority,stereotypical,0.75,0.0001500438127933
1191,white_grievance,stereotypical,0.75,0.0001500438127933
1192,incitement,incitement,0.85,0.0001700496544991
1193,stereotypical,inferiority,0.85,0.0001700496544991
1194,stereotypical,stereotypical,0.75,0.0001500438127933
1195,white_grievance,stereotypical,0.75,0.0001500438127933
1196,white_grievance,stereotypical,0.75,0.0001500438127933
1197,inferiority,inferiority,0.85,0.0001700496544991
1198,incitement,white grievance,0.85,0.0001700496544991
1199,incitement,stereotypical,0.75,0.0001500438127933
1200,stereotypical,stereotypical,0.75,0.0001500438127933
1201,stereotypical,stereotypical,0.75,0.0001500438127933
1202,stereotypical,inferiority,0.85,0.0001700496544991
1203,white_grievance,stereotypical,0.75,0.0001500438127933
1204,stereotypical,stereotypical,0.75,0.0001500438127933
1205,stereotypical,stereotypical,0.75,0.0001500438127933
1206,irony,stereotypical,0.75,0.0001500438127933
1207,white_grievance,inferiority,0.85,0.0001700496544991
1208,incitement,stereotypical,0.75,0.0001500438127933
1209,irony,stereotypical,0.75,0.0001500438127933
1210,incitement,white grievance,0.85,0.0001700496544991
1211,threatening,threatening,0.85,0.0001700496544991
1212,white_grievance,incitement,0.85,0.0001700496544991
1213,stereotypical,stereotypical,0.75,0.0001500438127933
1214,inferiority,inferiority,0.85,0.0001700496544991
1215,stereotypical,threatening,0.85,0.0001700496544991
1216,stereotypical,threatening,0.85,0.0001700496544991
1217,stereotypical,stereotypical,0.75,0.0001500438127933
1218,white_grievance,stereotypical,0.75,0.0001500438127933
1219,inferiority,stereotypical,0.75,0.0001500438127933
1220,white_grievance,white grievance,0.85,0.0001700496544991
1221,stereotypical,incitement,0.85,0.0001700496544991
1222,incitement,stereotypical,0.75,0.0001500438127933
1223,incitement,inferiority,0.85,0.0001700496544991
1224,stereotypical,incitement,0.85,0.0001700496544991
1225,stereotypical,threatening,0.85,0.0001700496544991
1226,incitement,stereotypical,0.75,0.0001500438127933
1227,incitement,stereotypical,0.75,0.0001500438127933
1228,stereotypical,stereotypical,0.75,0.0001500438127933
1229,white_grievance,stereotypical,0.75,0.0001500438127933
1230,stereotypical,stereotypical,0.75,0.0001500438127933
1231,stereotypical,stereotypical,0.75,0.0001500438127933
1232,incitement,stereotypical,0.75,0.0001500438127933
1233,inferiority,inferiority,0.85,0.0001700496544991
1234,stereotypical,stereotypical,0.75,0.0001500438127933
1235,threatening,stereotypical,0.75,0.0001500438127933
1236,stereotypical,stereotypical,0.75,0.0001500438127933
1237,stereotypical,stereotypical,0.75,0.0001500438127933
1238,stereotypical,stereotypical,0.75,0.0001500438127933
1239,incitement,white grievance,0.85,0.0001700496544991
1240,stereotypical,inferiority,0.85,0.0001700496544991
1241,white_grievance,incitement,0.85,0.0001700496544991
1242,stereotypical,stereotypical,0.75,0.0001500438127933
1243,white_grievance,stereotypical,0.75,0.0001500438127933
1244,stereotypical,stereotypical,0.75,0.0001500438127933
1245,incitement,white grievance,0.85,0.0001700496544991
1246,stereotypical,stereotypical,0.75,0.0001500438127933
1247,white_grievance,stereotypical,0.75,0.0001500438127933
1248,white_grievance,stereotypical,0.75,0.0001500438127933
1249,incitement,stereotypical,0.75,0.0001500438127933
1250,stereotypical,stereotypical,0.75,0.0001500438127933
1251,incitement,stereotypical,0.75,0.0001500438127933
1252,white_grievance,stereotypical,0.75,0.0001500438127933
1253,stereotypical,stereotypical,0.75,0.0001500438127933
1254,stereotypical,incitement,0.85,0.0001700496544991
1255,stereotypical,stereotypical,0.75,0.0001500438127933
1256,stereotypical,threatening,0.85,0.0001700496544991
1257,stereotypical,stereotypical,0.75,0.0001500438127933
1258,incitement,white grievance,0.85,0.0001700496544991
1259,incitement,stereotypical,0.75,0.0001500438127933
1260,incitement,inferiority,0.85,0.0001700496544991
1261,white_grievance,threatening,0.85,0.0001700496544991
1262,stereotypical,stereotypical,0.75,0.0001500438127933
1263,white_grievance,stereotypical,0.75,0.0001500438127933
1264,white_grievance,stereotypical,0.75,0.0001500438127933
1265,stereotypical,stereotypical,0.75,0.0001500438127933
1266,inferiority,stereotypical,0.75,0.0001500438127933
1267,incitement,stereotypical,0.75,0.0001500438127933
1268,white_grievance,stereotypical,0.75,0.0001500438127933
1269,white_grievance,stereotypical,0.75,0.0001500438127933
1270,white_grievance,stereotypical,0.75,0.0001500438127933
1271,white_grievance,stereotypical,0.75,0.0001500438127933
1272,white_grievance,white grievance,0.85,0.0001700496544991
1273,stereotypical,threatening,0.85,0.0001700496544991
1274,irony,stereotypical,0.75,0.0001500438127933
1275,incitement,stereotypical,0.75,0.0001500438127933
1276,stereotypical,stereotypical,0.75,0.0001500438127933
1277,stereotypical,stereotypical,0.75,0.0001500438127933
1278,stereotypical,stereotypical,0.75,0.0001500438127933
1279,incitement,irony,0.85,0.0001700496544991
1280,white_grievance,stereotypical,0.75,0.0001500438127933
1281,incitement,incitement,0.85,0.0001700496544991
1282,threatening,threatening,0.85,0.0001700496544991
1283,stereotypical,stereotypical,0.75,0.0001500438127933
1284,white_grievance,stereotypical,0.75,0.0001500438127933
1285,incitement,white grievance,0.85,0.0001700496544991
1286,white_grievance,incitement,0.85,0.0001700496544991
1287,incitement,incitement,0.85,0.0001700496544991
1288,threatening,stereotypical,0.75,0.0001500438127933
1289,white_grievance,stereotypical,0.75,0.0001500438127933
1290,white_grievance,white grievance,0.85,0.0001700496544991
1291,incitement,incitement,0.85,0.0001700496544991
1292,white_grievance,threatening,0.85,0.0001700496544991
1293,white_grievance,stereotypical,0.75,0.0001500438127933
1294,white_grievance,white grievance,0.85,0.0001700496544991
1295,incitement,white grievance,0.85,0.0001700496544991
1296,threatening,threatening,0.85,0.0001700496544991
1297,stereotypical,stereotypical,0.75,0.0001500438127933
1298,stereotypical,stereotypical,0.75,0.0001500438127933
1299,white_grievance,stereotypical,0.75,0.0001500438127933
1300,inferiority,stereotypical,0.75,0.0001500438127933
1301,white_grievance,stereotypical,0.75,0.0001500438127933
1302,incitement,white grievance,0.85,0.0001700496544991
1303,white_grievance,stereotypical,0.75,0.0001500438127933
1304,white_grievance,incitement,0.85,0.0001700496544991
1305,threatening,threatening,0.85,0.0001700496544991
1306,stereotypical,stereotypical,0.75,0.0001500438127933
1307,incitement,white grievance,0.85,0.0001700496544991
1308,stereotypical,stereotypical,0.75,0.0001500438127933
1309,stereotypical,stereotypical,0.75,0.0001500438127933
1310,white_grievance,stereotypical,0.75,0.0001500438127933
1311,stereotypical,stereotypical,0.75,0.0001500438127933
1312,stereotypical,stereotypical,0.75,0.0001500438127933
1313,white_grievance,white grievance,0.85,0.0001700496544991
1314,white_grievance,white grievance,0.85,0.0001700496544991
1315,white_grievance,white grievance,0.85,0.0001700496544991
1316,stereotypical,stereotypical,0.75,0.0001500438127933
1317,incitement,inferiority,0.85,0.0001700496544991
1318,white_grievance,inferiority,0.85,0.0001700496544991
1319,stereotypical,stereotypical,0.75,0.0001500438127933
1320,white_grievance,stereotypical,0.75,0.0001500438127933
1321,threatening,threatening,0.85,0.0001700496544991
1322,incitement,incitement,0.85,0.0001700496544991
1323,incitement,stereotypical,0.75,0.0001500438127933
1324,incitement,stereotypical,0.75,0.0001500438127933
1325,incitement,white grievance,0.85,0.0001700496544991
1326,other,inferiority,0.85,0.0001700496544991
1327,white_grievance,stereotypical,0.75,0.0001500438127933
1328,white_grievance,incitement,0.85,0.0001700496544991
1329,white_grievance,stereotypical,0.75,0.0001500438127933
1330,white_grievance,stereotypical,0.75,0.0001500438127933
1331,white_grievance,stereotypical,0.75,0.0001500438127933
1332,incitement,stereotypical,0.75,0.0001500438127933
1333,stereotypical,inferiority,0.85,0.0001700496544991
1334,other,stereotypical,0.75,0.0001500438127933
1335,white_grievance,stereotypical,0.75,0.0001500438127933
1336,stereotypical,stereotypical,0.75,0.0001500438127933
1337,incitement,white grievance,0.85,0.0001700496544991
1338,incitement,stereotypical,0.75,0.0001500438127933
1339,white_grievance,stereotypical,0.75,0.0001500438127933
1340,white_grievance,white grievance,0.85,0.0001700496544991
1341,stereotypical,inferiority,0.85,0.0001700496544991
1342,white_grievance,stereotypical,0.75,0.0001500438127933
1343,stereotypical,stereotypical,0.75,0.0001500438127933
1344,stereotypical,stereotypical,0.75,0.0001500438127933
1345,white_grievance,inferiority,0.85,0.0001700496544991
1346,incitement,stereotypical,0.75,0.0001500438127933
1347,inferiority,stereotypical,0.75,0.0001500438127933
1348,irony,inferiority,0.85,0.0001700496544991
1349,stereotypical,incitement,0.85,0.0001700496544991
1350,white_grievance,stereotypical,0.75,0.0001500438127933
1351,white_grievance,stereotypical,0.75,0.0001500438127933
1352,white_grievance,stereotypical,0.75,0.0001500438127933
1353,white_grievance,stereotypical,0.75,0.0001500438127933
1354,stereotypical,incitement,0.85,0.0001700496544991
1355,incitement,white grievance,0.85,0.0001700496544991
1356,irony,threatening,0.85,0.0001700496544991
1357,stereotypical,stereotypical,0.75,0.0001500438127933
1358,white_grievance,stereotypical,0.75,0.0001500438127933
1359,white_grievance,threatening,0.85,0.0001700496544991
1360,white_grievance,stereotypical,0.75,0.0001500438127933
1361,white_grievance,stereotypical,0.75,0.0001500438127933
1362,incitement,incitement,0.85,0.0001700496544991
1363,incitement,threatening,0.85,0.0001700496544991
1364,white_grievance,inferiority,0.85,0.0001700496544991
1365,incitement,stereotypical,0.75,0.0001500438127933
1366,stereotypical,stereotypical,0.75,0.0001500438127933
1367,irony,incitement,0.85,0.0001700496544991
1368,stereotypical,incitement,0.85,0.0001700496544991
1369,stereotypical,threatening,0.85,0.0001700496544991
1370,incitement,stereotypical,0.75,0.0001500438127933
1371,white_grievance,white grievance,0.85,0.0001700496544991
1372,white_grievance,stereotypical,0.75,0.0001500438127933
1373,stereotypical,stereotypical,0.75,0.0001500438127933
1374,white_grievance,stereotypical,0.75,0.0001500438127933
1375,incitement,incitement,0.85,0.0001700496544991
1376,white_grievance,stereotypical,0.75,0.0001500438127933
1377,inferiority,inferiority,0.85,0.0001700496544991
1378,white_grievance,threatening,0.85,0.0001700496544991
1379,white_grievance,stereotypical,0.75,0.0001500438127933
1380,white_grievance,stereotypical,0.75,0.0001500438127933
1381,incitement,incitement,0.85,0.0001700496544991
1382,white_grievance,incitement,0.85,0.0001700496544991
1383,white_grievance,stereotypical,0.75,0.0001500438127933
1384,inferiority,stereotypical,0.75,0.0001500438127933
1385,stereotypical,stereotypical,0.75,0.0001500438127933
1386,white_grievance,white grievance,0.85,0.0001700496544991
1387,inferiority,stereotypical,0.75,0.0001500438127933
1388,inferiority,stereotypical,0.75,0.0001500438127933
1389,stereotypical,stereotypical,0.75,0.0001500438127933
1390,incitement,threatening,0.85,0.0001700496544991
1391,incitement,white grievance,0.85,0.0001700496544991
1392,stereotypical,stereotypical,0.75,0.0001500438127933
1393,white_grievance,incitement,0.85,0.0001700496544991
1394,white_grievance,stereotypical,0.75,0.0001500438127933
1395,stereotypical,inferiority,0.85,0.0001700496544991
1396,white_grievance,threatening,0.85,0.0001700496544991
1397,white_grievance,stereotypical,0.75,0.0001500438127933
1398,incitement,stereotypical,0.75,0.0001500438127933
1399,white_grievance,stereotypical,0.75,0.0001500438127933
1400,inferiority,stereotypical,0.75,0.0001500438127933
1401,white_grievance,stereotypical,0.75,0.0001500438127933
1402,stereotypical,incitement,0.85,0.0001700496544991
1403,incitement,stereotypical,0.75,0.0001500438127933
1404,incitement,stereotypical,0.75,0.0001500438127933
1405,incitement,white grievance,0.85,0.0001700496544991
1406,incitement,stereotypical,0.75,0.0001500438127933
1407,stereotypical,threatening,0.87,0.0001740508228402
1408,white_grievance,threatening,0.85,0.0001700496544991
1409,irony,stereotypical,0.75,0.0001500438127933
1410,stereotypical,incitement,0.85,0.0001700496544991
1411,white_grievance,white grievance,0.85,0.0001700496544991
1412,white_grievance,stereotypical,0.75,0.0001500438127933
1413,white_grievance,stereotypical,0.75,0.0001500438127933
1414,incitement,white grievance,0.85,0.0001700496544991
1415,white_grievance,stereotypical,0.75,0.0001500438127933
1416,stereotypical,stereotypical,0.75,0.0001500438127933
1417,irony,stereotypical,0.75,0.0001500438127933
1418,white_grievance,stereotypical,0.75,0.0001500438127933
1419,white_grievance,stereotypical,0.75,0.0001500438127933
1420,white_grievance,white grievance,0.85,0.0001700496544991
1421,white_grievance,threatening,0.87,0.0001740508228402
1422,stereotypical,stereotypical,0.75,0.0001500438127933
1423,white_grievance,stereotypical,0.75,0.0001500438127933
1424,incitement,stereotypical,0.75,0.0001500438127933
1425,white_grievance,stereotypical,0.75,0.0001500438127933
1426,white_grievance,white grievance,0.85,0.0001700496544991
1427,incitement,incitement,0.85,0.0001700496544991
1428,stereotypical,incitement,0.75,0.0001500438127933
1429,white_grievance,white grievance,0.85,0.0001700496544991
1430,irony,stereotypical,0.75,0.0001500438127933
1431,white_grievance,stereotypical,0.75,0.0001500438127933
1432,white_grievance,stereotypical,0.75,0.0001500438127933
1433,white_grievance,stereotypical,0.75,0.0001500438127933
1434,stereotypical,stereotypical,0.75,0.0001500438127933
